"mesh_id","project_id","project_name","research_area","source_status","reviewed_status","action","include_in_dated_capture_baseline","include_in_default_reviewed_future","exclude_superseded","exclude_duplicate_in_future","disputed_source_version_excluded_from_strict_mode","evidence_note","source_urls"
"22-14238","watergarden","Pinnacle Uptown / Watergarden / Gemma","citywide","Proposed","Approved / phased delivery; individual completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Gemma storey counts vary by convention and reported completion was not independently verified. Treat source meshes as phased source massing; never resurrect old 50-storey concept.","https://urbantoronto.ca/forum/threads/toronto-pinnacle-uptown-watergarden-137-52m-38s-pinnacle-richmond-architects.28710/page-2 ; https://www7.mississauga.ca/documents/Business/Planning_Justification_Report_-_June_2018_0_and_5044_Hurontario_St.pdf"
"22-14239","watergarden","Pinnacle Uptown / Watergarden / Gemma","citywide","Proposed","Approved / phased delivery; individual completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Gemma storey counts vary by convention and reported completion was not independently verified. Treat source meshes as phased source massing; never resurrect old 50-storey concept.","https://urbantoronto.ca/forum/threads/toronto-pinnacle-uptown-watergarden-137-52m-38s-pinnacle-richmond-architects.28710/page-2 ; https://www7.mississauga.ca/documents/Business/Planning_Justification_Report_-_June_2018_0_and_5044_Hurontario_St.pdf"
"22-14240","watergarden","Pinnacle Uptown / Watergarden / Gemma","construction-status","Under Construction","Completed / occupied phase; precise completion date unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Exact City permit address and occupied-suite rental evidence identify Gemma. Livabl says complete and move-in ready; 2025 is a secondary completion year. This does not complete the wider Watergarden master plan. Municipal geometry is a partial construction capture.","https://www.livabl.com/mississauga-on/gemma ; https://www.condoinvestments.ca/listings/15-watergarden-drive-unit-2306-mississauga-W13632002 ; https://condos.ca/mississauga/gemma-15-watergarden-dr"
"81-2824","city-group-23","Sheridan Park Offices","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","City 2021 holding-removal notice permits two one-storey offices. Removal of a holding provision is not proof that the offices were built.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D100&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2021/08/12160352/H-OZ-19-010-Notice.pdf"
"81-2825","city-group-23","Sheridan Park Offices","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","City 2021 holding-removal notice permits two one-storey offices. Removal of a holding provision is not proof that the offices were built.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D100&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2021/08/12160352/H-OZ-19-010-Notice.pdf"
"33-4078","city-group-95","SOTI Headquarters","inventory73-status","Proposed","Six-storey office proposal at 1 Traders Boulevard East; delivery unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","The exact City application identifies a six-storey office building at 1 Traders Boulevard East, transferred from SP 17-53 W5. SOTI's official October 9, 2024 release identifies its opened headquarters at 1950 Meadowvale Boulevard. That four-floor property is not the modelled six-storey proposal. Moving headquarters does not, by itself, establish formal cancellation of this application.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D175&outFields=*&outSR=4326&f=pjson ; https://soti.net/resources/newsroom/2024/soti-unveils-new-global-hq-the-next-era-of-growth-and-innovation/"
"43-283","city-group-36","Spectrum Square Development","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Exact search found no relevant current construction or completion evidence for the four-storey office application at 2200 Skymark. Other Spectrum Square and non-Canadian Skymark buildings must not be conflated.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D119&outFields=*&outSR=4326&f=pjson"
"63-6191","square-one-block22","Square One District Block 22 /97–101 City Centre","downtown","Proposed","proposed","Retain source massing with cited caveat","false","true","false","false","false","No later authoritative evidence of cancellation or replacement found. Retain as proposed source geometry with date and uncertainty visible.","https://urbantoronto.ca/forum/threads/toronto-97-101-city-centre-drive-m-65s-oxford-properties-hariri-pontarini.30788/ ; https://www.mississauga.ca/wp-content/uploads/2025/01/15082458/MOPA177-jan-2025.pdf"
"63-6192","square-one-block22","Square One District Block 22 /97–101 City Centre","downtown","Proposed","proposed","Retain source massing with cited caveat","false","true","false","false","false","No later authoritative evidence of cancellation or replacement found. Retain as proposed source geometry with date and uncertainty visible.","https://urbantoronto.ca/forum/threads/toronto-97-101-city-centre-drive-m-65s-oxford-properties-hariri-pontarini.30788/ ; https://www.mississauga.ca/wp-content/uploads/2025/01/15082458/MOPA177-jan-2025.pdf"
"63-6193","square-one-block22","Square One District Block 22 /97–101 City Centre","downtown","Proposed","proposed","Retain source massing with cited caveat","false","true","false","false","false","No later authoritative evidence of cancellation or replacement found. Retain as proposed source geometry with date and uncertainty visible.","https://urbantoronto.ca/forum/threads/toronto-97-101-city-centre-drive-m-65s-oxford-properties-hariri-pontarini.30788/ ; https://www.mississauga.ca/wp-content/uploads/2025/01/15082458/MOPA177-jan-2025.pdf"
"63-6225","square-one-phase1","Square One District Phase 1: STAK 36 and Dialogue","downtown","Proposed","duplicate-design-version","Exclude duplicate design","false","false","false","true","false","Both proposed high-rise footprints overlap 63-6238. These three components must not be counted as additional future buildings. Their proposed height attributes of 157.8 m and 125.1 m differ from the capture, whose maximum extent is 143 m. Final top elevations remain unverified. Keep these older proposal meshes only in the optional source-design archive.","https://danielsaccess.com/wp-content/uploads/2024/08/Stak36_Siteplan_v2.pdf ; https://danielsaccess.com/project/stak36/ ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0"
"63-6226","square-one-phase1","Square One District Phase 1: STAK 36 and Dialogue","downtown","Proposed","duplicate-design-version","Exclude duplicate design","false","false","false","true","false","Both proposed high-rise footprints overlap 63-6238. These three components must not be counted as additional future buildings. Their proposed height attributes of 157.8 m and 125.1 m differ from the capture, whose maximum extent is 143 m. Final top elevations remain unverified. Keep these older proposal meshes only in the optional source-design archive.","https://danielsaccess.com/wp-content/uploads/2024/08/Stak36_Siteplan_v2.pdf ; https://danielsaccess.com/project/stak36/ ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0"
"63-6227","square-one-phase1","Square One District Phase 1: STAK 36 and Dialogue","downtown","Proposed","duplicate-design-version","Exclude duplicate design","false","false","false","true","false","Both proposed high-rise footprints overlap 63-6238. These three components must not be counted as additional future buildings. Their proposed height attributes of 157.8 m and 125.1 m differ from the capture, whose maximum extent is 143 m. Final top elevations remain unverified. Keep these older proposal meshes only in the optional source-design archive.","https://danielsaccess.com/wp-content/uploads/2024/08/Stak36_Siteplan_v2.pdf ; https://danielsaccess.com/project/stak36/ ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0"
"63-6238","square-one-phase1","Square One District Phase 1: STAK 36 and Dialogue","downtown","Under Construction","completed-existing","reclassify completed; retain dated source geometry","true","true","false","false","false","This combined two-tower LiDAR record occupies the same tower footprints as 63-6226 and 63-6227, with podium 63-6225. The developer now markets move-in-ready STAK36 and Dialogue is operating. Keep the capture once, with an explicit 2024 geometry date. Its 143 m maximum extent is not certified final geometry. The current developer fact sheet lists STAK36 at 48 storeys; Dialogue is marketed at 37.","https://danielsaccess.com/wp-content/uploads/2024/08/Stak36_Siteplan_v2.pdf ; https://danielsaccess.com/project/stak36/ ; https://danielsaccess.com/wp-content/uploads/2024/08/240446_T8175_Stak36_Fast-Fact-Sheet_8.5x11_FA1.pdf ; https://www.rentdialogue.com/suites"
"63-6222","square-one-phase2","Square One District: 4250 Living Arts Drive and 320 Rathburn Road West","downtown","Proposed","proposed","retain with current application version note","false","true","false","false","false","The June 2026 City register identifies SP 19-144 as two towers of 41 and 31 storeys at 4250 Living Arts Drive and 320 Rathburn Road West, formerly 4220 Living Arts Drive. These four components form two tower and podium pairs north of the completed first phase. The 2024 marketing site plan and UrbanToronto list other versions. Preserve the source geometry with this version warning; the current storey count does not establish current architectural heights.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0 ; https://danielsaccess.com/wp-content/uploads/2024/08/Stak36_Siteplan_v2.pdf"
